File,aid,Date,(1) Evergreen Needleleaf Forests,(2) Evergreen Broadleaf Forests,(4) Deciduous Broadleaf Forests,(5) Mixed Forests,(8) Woody Savannas,(9) Savannas,(10) Grasslands,(11) Permanent Wetlands,(12) Croplands,(13) Urban and Built-up Lands,(14) Cropland/Natural Vegetation Mosaic,(16) Barren,(17) Water Bodies
LC_Type1_2018001_aid0228,aid0228,2018-01-01,,,,,73.0,1.0,26.0,,9.0,1.0,5.0,,
LC_Type1_2018001_aid0229,aid0229,2018-01-01,,1.0,,,61.0,,14.0,,65.0,,13.0,,
LC_Type1_2018001_aid0230,aid0230,2018-01-01,,,,,60.0,,8.0,,2.0,,,,
LC_Type1_2018001_aid0231,aid0231,2018-01-01,,200.0,,,53.0,,13.0,,,,,,
LC_Type1_2018001_aid0232,aid0232,2018-01-01,,2.0,,,43.0,,21.0,,16.0,,2.0,,
LC_Type1_2018001_aid0233,aid0233,2018-01-01,,,,,131.0,,4.0,,1.0,,2.0,,
LC_Type1_2018001_aid0234,aid0234,2018-01-01,,318.0,,,185.0,,20.0,,,,,,
LC_Type1_2018001_aid0235,aid0235,2018-01-01,,,,,50.0,2.0,20.0,,14.0,8.0,4.0,,
LC_Type1_2018001_aid0236,aid0236,2018-01-01,,99.0,,,32.0,,1.0,,,,,,
LC_Type1_2018001_aid0237,aid0237,2018-01-01,,,,,62.0,,15.0,,,,,,
LC_Type1_2018001_aid0238,aid0238,2018-01-01,,3.0,,,133.0,,2.0,,,,,,
LC_Type1_2018001_aid0239,aid0239,2018-01-01,,,,,30.0,,21.0,,2.0,,,,
LC_Type1_2018001_aid0240,aid0240,2018-01-01,,36.0,,,128.0,,31.0,,3.0,,2.0,,
LC_Type1_2018001_aid0241,aid0241,2018-01-01,,,,,43.0,,14.0,,,,,,
LC_Type1_2018001_aid0242,aid0242,2018-01-01,,21.0,,,97.0,,6.0,,,,,,
LC_Type1_2018001_aid0243,aid0243,2018-01-01,,,,,,,2.0,,55.0,,1.0,,
LC_Type1_2018001_aid0244,aid0244,2018-01-01,,1.0,,,35.0,,3.0,,,,,,
LC_Type1_2018001_aid0245,aid0245,2018-01-01,,,,,12.0,,8.0,,4.0,,,,
LC_Type1_2018001_aid0246,aid0246,2018-01-01,,,,,14.0,,8.0,,9.0,4.0,2.0,,
LC_Type1_2018001_aid0247,aid0247,2018-01-01,,,,,35.0,,1.0,,,,,,
LC_Type1_2018001_aid0248,aid0248,2018-01-01,,,,,19.0,,7.0,,,,,,
LC_Type1_2018001_aid0249,aid0249,2018-01-01,,,,,42.0,,3.0,,,,,,
LC_Type1_2018001_aid0250,aid0250,2018-01-01,,,,,37.0,,1.0,,,,,,
LC_Type1_2018001_aid0251,aid0251,2018-01-01,,,,,29.0,,5.0,,3.0,,1.0,,
LC_Type1_2018001_aid0252,aid0252,2018-01-01,,,,,79.0,,,,,,,,
LC_Type1_2018001_aid0253,aid0253,2018-01-01,,,,,62.0,,9.0,,55.0,,4.0,,
LC_Type1_2018001_aid0254,aid0254,2018-01-01,,,,,35.0,,,,,,,,
LC_Type1_2018001_aid0255,aid0255,2018-01-01,,,,,41.0,,,,,,,,
LC_Type1_2018001_aid0256,aid0256,2018-01-01,,,,,26.0,,3.0,,,,,,
LC_Type1_2018001_aid0257,aid0257,2018-01-01,,,,,40.0,,,,,,,,
LC_Type1_2018001_aid0258,aid0258,2018-01-01,,,,,49.0,,5.0,,29.0,,14.0,,
LC_Type1_2018001_aid0259,aid0259,2018-01-01,,4.0,,,90.0,,1.0,,,,,,
LC_Type1_2018001_aid0260,aid0260,2018-01-01,,,,,41.0,,11.0,,21.0,,,,
LC_Type1_2018001_aid0261,aid0261,2018-01-01,,,,,80.0,,1.0,,,,,,
LC_Type1_2018001_aid0262,aid0262,2018-01-01,,1.0,,,45.0,,1.0,,,,,,
LC_Type1_2018001_aid0263,aid0263,2018-01-01,,2.0,,,49.0,,3.0,,,,,,
LC_Type1_2018001_aid0264,aid0264,2018-01-01,,,,,27.0,,1.0,,,,,,
LC_Type1_2018001_aid0265,aid0265,2018-01-01,,,,,,,10.0,,43.0,,7.0,,
LC_Type1_2018001_aid0266,aid0266,2018-01-01,,,,,26.0,,,,,,,,
LC_Type1_2018001_aid0267,aid0267,2018-01-01,,227.0,,,81.0,,2.0,,,,,,
LC_Type1_2018001_aid0268,aid0268,2018-01-01,,16.0,,,12.0,,6.0,,1.0,,3.0,,
LC_Type1_2018001_aid0269,aid0269,2018-01-01,,,,,28.0,,1.0,,1.0,,1.0,,
LC_Type1_2018001_aid0270,aid0270,2018-01-01,,13.0,,,34.0,,,,,,,,
LC_Type1_2018001_aid0271,aid0271,2018-01-01,,,,,18.0,,3.0,,,,,,
LC_Type1_2018001_aid0272,aid0272,2018-01-01,,,,,14.0,,1.0,,,,,,
LC_Type1_2018001_aid0273,aid0273,2018-01-01,,,,,3.0,,5.0,,35.0,,3.0,,
LC_Type1_2018001_aid0274,aid0274,2018-01-01,,,,,41.0,,8.0,,43.0,,7.0,,
LC_Type1_2018001_aid0275,aid0275,2018-01-01,,16.0,,,28.0,1.0,,,,,,,
LC_Type1_2018001_aid0276,aid0276,2018-01-01,,1.0,,,59.0,,1.0,,,,,,
LC_Type1_2018001_aid0277,aid0277,2018-01-01,,28.0,,,33.0,,,,,,,,
LC_Type1_2018001_aid0278,aid0278,2018-01-01,,,,,24.0,,4.0,,1.0,,,,
LC_Type1_2018001_aid0279,aid0279,2018-01-01,,21.0,,,4.0,,,,,,,,
LC_Type1_2018001_aid0280,aid0280,2018-01-01,,,,,29.0,,,,,,,,
LC_Type1_2018001_aid0281,aid0281,2018-01-01,,3.0,,,30.0,,9.0,,14.0,,,,
LC_Type1_2018001_aid0282,aid0282,2018-01-01,,,,,28.0,,,,8.0,,4.0,,
LC_Type1_2018001_aid0283,aid0283,2018-01-01,,,,,10.0,2.0,1.0,,6.0,7.0,4.0,,
LC_Type1_2018001_aid0284,aid0284,2018-01-01,,,,,78.0,,,,,,,,
LC_Type1_2018001_aid0285,aid0285,2018-01-01,,,,,22.0,,,,1.0,1.0,,,
LC_Type1_2018001_aid0286,aid0286,2018-01-01,,,,,4.0,,9.0,,7.0,,1.0,,
LC_Type1_2018001_aid0287,aid0287,2018-01-01,,,,,14.0,,4.0,,2.0,,,,
LC_Type1_2018001_aid0288,aid0288,2018-01-01,,20.0,,,6.0,,,,,,,,
LC_Type1_2018001_aid0289,aid0289,2018-01-01,,,,,19.0,,1.0,,,,,,
LC_Type1_2018001_aid0290,aid0290,2018-01-01,,128.0,,,60.0,1.0,1.0,,,,,,
LC_Type1_2018001_aid0291,aid0291,2018-01-01,,352.0,,,18.0,,2.0,,,,,,
LC_Type1_2018001_aid0292,aid0292,2018-01-01,,20.0,,,19.0,,8.0,,3.0,,1.0,,
LC_Type1_2018001_aid0293,aid0293,2018-01-01,,286.0,,,157.0,2.0,5.0,,,,,,
LC_Type1_2018001_aid0294,aid0294,2018-01-01,,64.0,,,62.0,6.0,2.0,,,,,,
LC_Type1_2018001_aid0295,aid0295,2018-01-01,,169.0,,,127.0,1.0,1.0,,,,,,
LC_Type1_2018001_aid0296,aid0296,2018-01-01,,,,,10.0,,5.0,,4.0,,1.0,,
LC_Type1_2018001_aid0297,aid0297,2018-01-01,,3.0,,,17.0,1.0,1.0,,2.0,,,,
LC_Type1_2018001_aid0298,aid0298,2018-01-01,,51.0,,,2.0,,1.0,,,,,,
LC_Type1_2018001_aid0299,aid0299,2018-01-01,,1.0,,,25.0,1.0,21.0,,16.0,,4.0,,
LC_Type1_2018001_aid0300,aid0300,2018-01-01,,41.0,,,118.0,,31.0,,32.0,,2.0,,
LC_Type1_2018001_aid0301,aid0301,2018-01-01,,215.0,,,37.0,1.0,9.0,,,,,,
LC_Type1_2018001_aid0302,aid0302,2018-01-01,,206.0,,,13.0,,8.0,,,,,,
LC_Type1_2018001_aid0303,aid0303,2018-01-01,,736.0,,,87.0,2.0,6.0,,,,,,
LC_Type1_2018001_aid0304,aid0304,2018-01-01,,152.0,,,34.0,,,,,,,,
LC_Type1_2018001_aid0305,aid0305,2018-01-01,,386.0,,,72.0,,8.0,,,,1.0,,
LC_Type1_2018001_aid0306,aid0306,2018-01-01,,18.0,,,172.0,,5.0,7.0,,,,,1.0
LC_Type1_2018001_aid0307,aid0307,2018-01-01,,22.0,,,14.0,,,3.0,,,,,5.0
LC_Type1_2018001_aid0308,aid0308,2018-01-01,,118.0,,,268.0,2.0,17.0,8.0,1.0,,,,4.0
LC_Type1_2018001_aid0309,aid0309,2018-01-01,,233.0,,,83.0,,,,,,,,
LC_Type1_2018001_aid0310,aid0310,2018-01-01,,60.0,,,162.0,1.0,10.0,3.0,,,,,3.0
LC_Type1_2018001_aid0311,aid0311,2018-01-01,,16.0,,,17.0,,2.0,6.0,,,,,1.0
LC_Type1_2018001_aid0312,aid0312,2018-01-01,,74.0,,,138.0,,12.0,,,,,,
LC_Type1_2018001_aid0313,aid0313,2018-01-01,,116.0,,,47.0,,2.0,3.0,,,,,
LC_Type1_2018001_aid0314,aid0314,2018-01-01,,462.0,,,188.0,,7.0,,,,,,
LC_Type1_2018001_aid0315,aid0315,2018-01-01,,24.0,,,174.0,,21.0,1.0,,,,,6.0
LC_Type1_2018001_aid0316,aid0316,2018-01-01,,10.0,,,45.0,,,2.0,,,,,1.0
LC_Type1_2018001_aid0317,aid0317,2018-01-01,,47.0,,,172.0,,21.0,5.0,,,,,6.0
LC_Type1_2018001_aid0318,aid0318,2018-01-01,,,,,127.0,,5.0,,4.0,,35.0,,
LC_Type1_2018001_aid0319,aid0319,2018-01-01,,,,,145.0,,3.0,,,,1.0,,
LC_Type1_2018001_aid0320,aid0320,2018-01-01,,1.0,,,,,4.0,,33.0,,14.0,,
LC_Type1_2018001_aid0321,aid0321,2018-01-01,,,,,1.0,,1.0,,50.0,,24.0,,
LC_Type1_2018001_aid0322,aid0322,2018-01-01,,,,,175.0,,24.0,,,,,,
LC_Type1_2018001_aid0323,aid0323,2018-01-01,,3.0,,,4.0,,3.0,,24.0,,22.0,,
LC_Type1_2018001_aid0324,aid0324,2018-01-01,,,,,,,,,73.0,,9.0,,
LC_Type1_2018001_aid0325,aid0325,2018-01-01,,,,,1.0,,1.0,,41.0,,12.0,,
LC_Type1_2018001_aid0326,aid0326,2018-01-01,,,,,9.0,,3.0,,10.0,,16.0,,
LC_Type1_2018001_aid0327,aid0327,2018-01-01,,,,,,,2.0,,19.0,,6.0,,
LC_Type1_2018001_aid0328,aid0328,2018-01-01,,,,,,,,,46.0,,6.0,,
LC_Type1_2018001_aid0329,aid0329,2018-01-01,,,,,7.0,,5.0,,4.0,,14.0,,
LC_Type1_2018001_aid0330,aid0330,2018-01-01,,,,,,,,,65.0,,1.0,,
LC_Type1_2018001_aid0331,aid0331,2018-01-01,,,,,29.0,,,,,,3.0,,
LC_Type1_2018001_aid0332,aid0332,2018-01-01,,,,,,,7.0,,42.0,,6.0,,
LC_Type1_2018001_aid0333,aid0333,2018-01-01,,,,,9.0,,6.0,,36.0,,12.0,,
LC_Type1_2018001_aid0334,aid0334,2018-01-01,,7.0,,,10.0,,7.0,,28.0,,12.0,,
LC_Type1_2018001_aid0335,aid0335,2018-01-01,,,,,,,1.0,,31.0,,4.0,,
LC_Type1_2018001_aid0336,aid0336,2018-01-01,,,,,,,3.0,,9.0,,34.0,,
LC_Type1_2018001_aid0337,aid0337,2018-01-01,,,,,84.0,,2.0,,2.0,,33.0,,
LC_Type1_2018001_aid0338,aid0338,2018-01-01,,12.0,,,9.0,,53.0,2.0,87.0,,6.0,,2.0
LC_Type1_2018001_aid0339,aid0339,2018-01-01,,3.0,,,30.0,,49.0,,,,1.0,,
LC_Type1_2018001_aid0340,aid0340,2018-01-01,,,,,12.0,,9.0,,197.0,,19.0,,
LC_Type1_2018001_aid0341,aid0341,2018-01-01,,5.0,,,37.0,,47.0,,,,,,
LC_Type1_2018001_aid0342,aid0342,2018-01-01,,9.0,,,26.0,1.0,77.0,,3.0,,1.0,,
LC_Type1_2018001_aid0343,aid0343,2018-01-01,,1.0,,,2.0,,25.0,2.0,32.0,,15.0,,2.0
LC_Type1_2018001_aid0344,aid0344,2018-01-01,,,,,,,21.0,,18.0,,2.0,,
LC_Type1_2018001_aid0345,aid0345,2018-01-01,,4.0,,,14.0,2.0,15.0,,9.0,,4.0,,
LC_Type1_2018001_aid0346,aid0346,2018-01-01,,5.0,,,11.0,2.0,23.0,,6.0,,12.0,,
LC_Type1_2018001_aid0347,aid0347,2018-01-01,,1.0,,,,,18.0,,12.0,,,,
LC_Type1_2018001_aid0348,aid0348,2018-01-01,,3.0,,,20.0,1.0,25.0,,6.0,3.0,4.0,,
LC_Type1_2018001_aid0349,aid0349,2018-01-01,,2.0,,,5.0,1.0,1.0,21.0,,,,,3.0
LC_Type1_2018001_aid0350,aid0350,2018-01-01,,14.0,,,5.0,,11.0,,35.0,,,,
LC_Type1_2018001_aid0351,aid0351,2018-01-01,,,,,1.0,,24.0,,16.0,,10.0,,
LC_Type1_2018001_aid0352,aid0352,2018-01-01,,,,,,,35.0,,4.0,,5.0,,
LC_Type1_2018001_aid0353,aid0353,2018-01-01,,,,,1.0,,7.0,,14.0,,8.0,,
LC_Type1_2018001_aid0354,aid0354,2018-01-01,,1.0,,,4.0,,57.0,,9.0,,3.0,,
LC_Type1_2018001_aid0355,aid0355,2018-01-01,,5.0,,,1.0,1.0,12.0,,38.0,,13.0,,
LC_Type1_2018001_aid0356,aid0356,2018-01-01,,,,,,,4.0,,51.0,,2.0,,
LC_Type1_2018001_aid0357,aid0357,2018-01-01,,,,,1.0,,3.0,2.0,68.0,,9.0,,
LC_Type1_2018001_aid0358,aid0358,2018-01-01,,16.0,,,19.0,2.0,12.0,6.0,,,,,1.0
LC_Type1_2018001_aid0359,aid0359,2018-01-01,,15.0,,,1.0,1.0,,15.0,,,,,1.0
LC_Type1_2018001_aid0360,aid0360,2018-01-01,,6.0,,,2.0,,22.0,4.0,,,1.0,,1.0
LC_Type1_2018001_aid0361,aid0361,2018-01-01,,,,,,,8.0,,11.0,,6.0,,
LC_Type1_2018001_aid0362,aid0362,2018-01-01,,24.0,,,16.0,1.0,16.0,5.0,4.0,,2.0,,
LC_Type1_2018001_aid0363,aid0363,2018-01-01,,,,,,,4.0,,17.0,,17.0,,
LC_Type1_2018001_aid0364,aid0364,2018-01-01,,3.0,,,91.0,,11.0,,,,,,
LC_Type1_2018001_aid0365,aid0365,2018-01-01,,,,,,,1.0,,71.0,,8.0,,
LC_Type1_2018001_aid0366,aid0366,2018-01-01,,2314.0,,,813.0,2.0,105.0,,,,,,
LC_Type1_2018001_aid0367,aid0367,2018-01-01,,,,,2.0,,8.0,,29.0,,30.0,,
LC_Type1_2018001_aid0368,aid0368,2018-01-01,,,,,,,,,109.0,,9.0,,
LC_Type1_2018001_aid0369,aid0369,2018-01-01,,1.0,,,98.0,,10.0,,22.0,,28.0,,
LC_Type1_2018001_aid0370,aid0370,2018-01-01,,,,,64.0,,,,34.0,,88.0,,
LC_Type1_2018001_aid0371,aid0371,2018-01-01,,,,,,,3.0,,3.0,,26.0,,
LC_Type1_2018001_aid0372,aid0372,2018-01-01,,,,,,,,,87.0,,30.0,,
LC_Type1_2018001_aid0373,aid0373,2018-01-01,,,,,,,,,63.0,,5.0,,
LC_Type1_2018001_aid0374,aid0374,2018-01-01,,,,,67.0,,25.0,,23.0,,48.0,,
LC_Type1_2018001_aid0375,aid0375,2018-01-01,,6.0,,,97.0,,8.0,,,,,,
LC_Type1_2018001_aid0376,aid0376,2018-01-01,,,,,,,1.0,,19.0,,3.0,,
LC_Type1_2018001_aid0377,aid0377,2018-01-01,,,,,33.0,,1.0,,1.0,,7.0,,
LC_Type1_2018001_aid0378,aid0378,2018-01-01,,,,,44.0,,,,,,,,
LC_Type1_2018001_aid0379,aid0379,2018-01-01,,,,,89.0,,1.0,,,,,,
LC_Type1_2018001_aid0380,aid0380,2018-01-01,,,,,,,7.0,,62.0,,31.0,,
LC_Type1_2018001_aid0381,aid0381,2018-01-01,,,,,113.0,,1.0,,,,,,
LC_Type1_2018001_aid0382,aid0382,2018-01-01,,,,,72.0,,2.0,,7.0,,15.0,,
LC_Type1_2018001_aid0383,aid0383,2018-01-01,,,,,28.0,,,,3.0,,16.0,,
LC_Type1_2018001_aid0384,aid0384,2018-01-01,,,,,37.0,,,,,,,,
LC_Type1_2018001_aid0385,aid0385,2018-01-01,,5.0,,,15.0,,18.0,,30.0,,55.0,,
LC_Type1_2018001_aid0386,aid0386,2018-01-01,,2.0,,,72.0,,4.0,,13.0,,4.0,,
LC_Type1_2018001_aid0387,aid0387,2018-01-01,,,,,126.0,,,,,,,,
LC_Type1_2018001_aid0388,aid0388,2018-01-01,,,,,1.0,,3.0,,10.0,,47.0,,
LC_Type1_2018001_aid0389,aid0389,2018-01-01,,,,,96.0,,,,,,,,
LC_Type1_2018001_aid0390,aid0390,2018-01-01,,,,,44.0,1.0,17.0,,41.0,,31.0,,
LC_Type1_2018001_aid0391,aid0391,2018-01-01,,,,,41.0,,,,,,,,
LC_Type1_2018001_aid0392,aid0392,2018-01-01,,,,,6.0,,15.0,,28.0,,55.0,,
LC_Type1_2018001_aid0393,aid0393,2018-01-01,,1.0,,,,,6.0,,6.0,,43.0,,
LC_Type1_2018001_aid0394,aid0394,2018-01-01,,,,,78.0,,1.0,,,,,,
LC_Type1_2018001_aid0395,aid0395,2018-01-01,,,,,2.0,,7.0,,7.0,,24.0,,
LC_Type1_2018001_aid0396,aid0396,2018-01-01,,2.0,,,45.0,,5.0,,6.0,,24.0,,
LC_Type1_2018001_aid0397,aid0397,2018-01-01,,2.0,,,46.0,,,,,,,,
LC_Type1_2018001_aid0398,aid0398,2018-01-01,,,,,73.0,,,,,,1.0,,
LC_Type1_2018001_aid0399,aid0399,2018-01-01,,1.0,,,37.0,,6.0,,6.0,,5.0,,
LC_Type1_2018001_aid0400,aid0400,2018-01-01,,,,,,,5.0,,,9.0,,,
LC_Type1_2018001_aid0401,aid0401,2018-01-01,,,,,73.0,,,,,,,,
LC_Type1_2018001_aid0402,aid0402,2018-01-01,,2.0,,,113.0,,1.0,,,,,,
LC_Type1_2018001_aid0403,aid0403,2018-01-01,,,,,8.0,,2.0,,12.0,,14.0,,
LC_Type1_2018001_aid0404,aid0404,2018-01-01,,,,,,,,,,1.0,,,
LC_Type1_2018001_aid0405,aid0405,2018-01-01,,,,,1.0,,3.0,,3.0,11.0,2.0,,
LC_Type1_2018001_aid0406,aid0406,2018-01-01,,,,,55.0,,,,,,,,
LC_Type1_2018001_aid0407,aid0407,2018-01-01,,,,,13.0,,46.0,,30.0,,11.0,,
LC_Type1_2018001_aid0408,aid0408,2018-01-01,,,,,58.0,,,,,,,,
LC_Type1_2018001_aid0409,aid0409,2018-01-01,,1.0,,,45.0,,10.0,,3.0,,2.0,,
LC_Type1_2018001_aid0410,aid0410,2018-01-01,,9.0,,,64.0,,,,,,,,
LC_Type1_2018001_aid0411,aid0411,2018-01-01,,,,,66.0,,28.0,,33.0,,21.0,,
LC_Type1_2018001_aid0412,aid0412,2018-01-01,,,,,19.0,,12.0,,,,,,
LC_Type1_2018001_aid0413,aid0413,2018-01-01,,,,,117.0,,1.0,,,,1.0,,
LC_Type1_2018001_aid0414,aid0414,2018-01-01,,,,,,1.0,14.0,,5.0,,,,
LC_Type1_2018001_aid0415,aid0415,2018-01-01,,,,,80.0,,2.0,,1.0,,6.0,,
LC_Type1_2018001_aid0416,aid0416,2018-01-01,,,,,58.0,,1.0,,,,,,
LC_Type1_2018001_aid0417,aid0417,2018-01-01,,,,,2.0,,2.0,,10.0,,14.0,,
LC_Type1_2018001_aid0418,aid0418,2018-01-01,,,,,,,32.0,,,,,,
LC_Type1_2018001_aid0419,aid0419,2018-01-01,,,,,,,11.0,,7.0,,1.0,,
LC_Type1_2018001_aid0420,aid0420,2018-01-01,,,,,,1.0,,,,4.0,,,
LC_Type1_2018001_aid0421,aid0421,2018-01-01,,,,,,4.0,1.0,,8.0,2.0,1.0,,
LC_Type1_2018001_aid0422,aid0422,2018-01-01,,,,,1.0,,7.0,,27.0,,7.0,,
LC_Type1_2018001_aid0423,aid0423,2018-01-01,,,,,2.0,5.0,8.0,,,8.0,,,
LC_Type1_2018001_aid0424,aid0424,2018-01-01,,,,,,1.0,1.0,,9.0,,6.0,,
LC_Type1_2018001_aid0425,aid0425,2018-01-01,,7.0,,,89.0,,15.0,,1.0,,,,
LC_Type1_2018001_aid0426,aid0426,2018-01-01,,,,,,5.0,,,1.0,7.0,,,
LC_Type1_2018001_aid0427,aid0427,2018-01-01,,,,,54.0,,,,,,,,
LC_Type1_2018001_aid0428,aid0428,2018-01-01,,,,,,,2.0,2.0,,,,,
LC_Type1_2018001_aid0429,aid0429,2018-01-01,,4.0,,,79.0,,,,,,,,
LC_Type1_2018001_aid0430,aid0430,2018-01-01,,,,,,2.0,,,4.0,4.0,5.0,,
LC_Type1_2018001_aid0431,aid0431,2018-01-01,,,,,4.0,,13.0,,14.0,,1.0,,
LC_Type1_2018001_aid0432,aid0432,2018-01-01,,,,,4.0,,1.0,,17.0,,10.0,,
LC_Type1_2018001_aid0433,aid0433,2018-01-01,,,,,40.0,,24.0,,3.0,,,,
LC_Type1_2018001_aid0434,aid0434,2018-01-01,,,,,78.0,,,,,,,,
LC_Type1_2018001_aid0435,aid0435,2018-01-01,,,,,48.0,,5.0,,8.0,,7.0,,
LC_Type1_2018001_aid0436,aid0436,2018-01-01,,,,,35.0,,2.0,,3.0,,,,
LC_Type1_2018001_aid0437,aid0437,2018-01-01,,7.0,,,14.0,,,6.0,,,,,7.0
LC_Type1_2018001_aid0438,aid0438,2018-01-01,,3.0,,,28.0,,,,,,,,
LC_Type1_2018001_aid0439,aid0439,2018-01-01,,18.0,,,40.0,,,,,,,,3.0
LC_Type1_2018001_aid0440,aid0440,2018-01-01,,59.0,,,51.0,,,2.0,,,,,8.0
LC_Type1_2018001_aid0441,aid0441,2018-01-01,,5.0,,,25.0,,5.0,6.0,,,,,16.0
LC_Type1_2018001_aid0442,aid0442,2018-01-01,,,,,27.0,,3.0,,,,,,
LC_Type1_2018001_aid0443,aid0443,2018-01-01,,,,,22.0,,,,,,,,2.0
LC_Type1_2018001_aid0444,aid0444,2018-01-01,,1.0,,,25.0,1.0,,9.0,,,,,7.0
LC_Type1_2018001_aid0445,aid0445,2018-01-01,,,,,9.0,,,5.0,,,,,3.0
LC_Type1_2018001_aid0446,aid0446,2018-01-01,,1.0,,,11.0,,,,,,,,2.0
LC_Type1_2018001_aid0447,aid0447,2018-01-01,,3.0,,,84.0,,,4.0,,,,,4.0
LC_Type1_2018001_aid0448,aid0448,2018-01-01,,2.0,,,32.0,,,7.0,,,,,6.0
LC_Type1_2018001_aid0449,aid0449,2018-01-01,,1.0,,,32.0,,,,,,,,
LC_Type1_2018001_aid0450,aid0450,2018-01-01,,,,,21.0,,,,,,,,
LC_Type1_2018001_aid0451,aid0451,2018-01-01,,8.0,,,23.0,,4.0,2.0,,,,,1.0
LC_Type1_2018001_aid0452,aid0452,2018-01-01,,,,,25.0,,1.0,1.0,,,,,2.0
LC_Type1_2018001_aid0453,aid0453,2018-01-01,,,,,46.0,1.0,,1.0,,,,,11.0
LC_Type1_2018001_aid0454,aid0454,2018-01-01,,,,,18.0,,2.0,2.0,,,,,1.0
LC_Type1_2018001_aid0455,aid0455,2018-01-01,,,,,28.0,,,,,,,,
LC_Type1_2018001_aid0456,aid0456,2018-01-01,,,,,24.0,,2.0,4.0,,,,,2.0
LC_Type1_2018001_aid0457,aid0457,2018-01-01,,5.0,,,35.0,,,5.0,,,,,3.0
LC_Type1_2018001_aid0458,aid0458,2018-01-01,,,,,48.0,,2.0,,,,1.0,,
LC_Type1_2018001_aid0459,aid0459,2018-01-01,,,,,26.0,,,,,,,,
